NGS_WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
0,66149.7759,1.18E+13,154242.5127,87.08493016,255687539.1,67347.06,119.7917459,-2322.032462,436.2684859,20.70963718,610.1506664,563472678.2,1152172092,115.4089213,0.22609999,0.431232647,2.335721838,68.63374591,-3.250992101,-1.614488754,-0.538156351,-0.696213337,-0.851359174
1,22733.02624,3711218.494,91748.08031,55.96288664,93366182.67,28654.42,43.52925019,-2393.149343,283.3706276,17.03044297,213.8058777,190886731.6,423972727.9,34.52515171,0.053543494,-0.419575722,1.490982222,51.31982132,-3.288402283,-1.833370049,-1.028116277,-1.302505807,-1.252943845
2,11412.56293,43171.49915,50947.18577,35.48460942,34000541.05,14543.3,13.56979831,-2494.478375,190.8956029,13.15354665,84.2499446,43610314.71,128480749.9,29.41487085,0.029609295,-0.579068904,1.186942549,38.58621704,-3.357169944,-1.973954569,-1.691617683,-1.67557676,-1.665337076
3,7346.687738,25.80184272,33567.8598,19.59515509,17116621.87,7103.68,7.300685942,-2624.512728,142.9133973,10.41324755,20.72745151,11355480.54,21762487.61,21.86406523,0.008722057,-0.715590671,1.009108054,32.12830865,-3.387844171,-2.094276711,-2.356733387,-2.256640867,-1.918936917
4,3284.906504,11.72452309,25108.67571,12.44692078,7632112.23,3551.5,3.754749816,-2679.821195,94.20679036,7.785400217,9.744600965,362275.6311,6603687.391,15.79805046,0.006762591,-0.750230291,0.863836937,28.83870517,-3.430138839,-2.125595808,-2.731726017,-2.590922002,-2.23875233
5,1949.868023,7.801809817,16719.50489,5.626476622,4506383.3,2007.36,1.567698576,-2882.578706,75.94881045,5.713158647,5.510159302,268410.5286,1891016.292,14.62622903,0.006138025,-0.814375937,0.7702038,27.34259772,-3.454934316,-2.179874199,-2.920552823,-2.928593212,-2.426073967
6,920.509028,4.322781782,11582.28532,2.793084874,1354719.04,1057.96,0.071288775,-2996.197435,60.59985966,4.072227513,2.064180684,181059.5796,1043832.572,14.28099624,0.005516904,-0.841540616,0.669414495,25.94266689,-3.50744318,-2.219588841,-3.210754645,-3.083389812,-2.627731179
7,349.3525922,2.481537723,8315.222326,1.821038501,688637.6208,192.18,0.020823141,-3076.623564,46.35233357,2.761830507,0.928488928,13501.90493,39753.13295,14.00780944,0.005168636,-0.87464066,0.637573013,25.33068476,-3.531772531,-2.294799596,-3.364253643,-3.246433547,-2.782906373
8,250.1528782,0.962920852,6626.764388,1.311852166,517364.61,118.6,0.016848067,-3179.405815,29.63310167,1.889686892,0.408880411,16.47271018,11.34012431,13.73240897,0.004826339,-0.901064669,0.610879386,24.56792205,-3.555882121,-2.319458149,-3.484764876,-3.460712623,-2.914923122
9,54.74950442,0.540436094,4434.737906,0.907172398,162634.862,91.68,0.008517916,-3191.522904,22.54435387,1.249492218,0.288075784,15.4030552,1.434813227,13.21512613,0.004163182,-0.91362736,0.567340629,23.80309261,-3.578770576,-2.39496328,-3.742878797,-3.651286132,-3.162173212
10,13.18790797,0.294692777,2892.682659,0.451760641,1740.402469,20.22,0.006233414,-3289.815799,16.12396978,0.834468174,0.218087759,2.265317826,1.276395559,13.17967096,0.003587893,-0.942021663,0.560555678,23.02758885,-3.585304854,-2.422008039,-3.831135255,-3.729295408,-3.303788367
11,12.47704,0.237319762,2839.173701,0.296304201,1724.972546,16.58,0.005372887,-3451.955744,14.17155252,0.614408189,0.137468672,1.516625354,1.258473447,13.17926921,0.003288468,-0.94739049,0.505891644,21.52589036,-3.595264496,-2.445932856,-3.917619847,-3.772897553,-3.430057311
12,4.503975654,0.201483766,1867.026362,0.173649981,429.1935272,15.26,0.00506433,-3587.832031,7.230482685,0.390780474,0.109426066,1.417865012,1.239702723,13.17522858,0.002782093,-0.951080035,0.503222508,20.17075857,-3.600954897,-2.474671794,-3.949617568,-3.895060959,-3.495211071
13,3.438135413,0.133891755,1343.412525,0.095982609,58.82987582,14.76,0.00409215,-3666.362841,3.791541679,0.242300323,0.041094029,1.345853498,1.226013448,13.17498545,0.002347754,-0.953895143,0.488848305,20.07070196,-3.619281604,-2.510684183,-4.037676638,-3.966983421,-3.606637044
14,3.360695605,0.078435245,1291.897273,0.055415804,34.12796996,13.4,0.003239033,-3775.854192,1.599278301,0.194809034,0.033303813,1.236957783,1.224737655,13.13038724,0.002209561,-0.958713541,0.487799271,19.62389075,-3.636449957,-2.528792107,-4.113413635,-4.004292584,-3.802239291
15,0.18845335,0.051326152,58.55111507,0.026993958,29.27456871,12.2,0.00315205,-3825.01309,1.521809821,0.148062435,0.021370566,1.227589871,1.210220257,13.13032309,0.002104287,-0.964835923,0.474646031,19.20078945,-3.642325917,-2.538820265,-4.135942285,-4.031378421,-3.84651259
16,0.071597253,0.031561046,52.3103706,0.016580234,29.09182006,10.78,0.00263992,-3884.005586,1.484730825,0.087863529,0.003424512,1.206951209,1.192091751,13.09086747,0.001764049,-0.972799269,0.470538522,18.95177836,-3.650328542,-2.565729437,-4.174829455,-4.051575941,-3.950650961
17,0.01512254,0.026894141,39.89597865,0.01493489,29.04222592,9.94,0.002474869,-3956.866984,0.429220662,0.049195087,0.000246639,1.192075199,1.184674323,12.9662025,0.001714332,-0.973303028,0.468356889,17.96308869,-3.650598487,-2.597882341,-4.21745873,-4.093570509,-4.002387814
18,0.00998598,0.009599761,17.981595,0.008901779,28.81595626,9.7,0.002320091,-4017.839097,0.03950422,0.00467988,0.000108138,1.172381803,1.1738736,12.88450593,0.001553252,-0.974600056,0.466610017,17.67511263,-3.653142418,-2.621943465,-4.266909156,-4.161062839,-4.033742139
19,0.009015427,0.001696009,16.34778856,0.005175078,28.76979188,9.18,0.002196722,-4048.218132,0.039061072,0.001829846,7.56E-05,1.162890669,1.169564266,12.66479448,0.001533284,-0.977013461,0.456142822,17.23703842,-3.656652231,-2.645175191,-4.29827952,-4.177105023,-4.053695449
20,0.006374059,0.000947443,3.687810313,0.00194894,28.76372687,8.56,0.002066527,-4105.787201,0.002985653,0.00051859,4.87E-05,1.154106233,1.166836946,12.65212967,0.001425414,-0.978080642,0.449803755,16.76166529,-3.66080797,-2.667659179,-4.328314921,-4.268361007,-4.078057764
21,0.006254257,0.000408166,0.663085094,0.001120509,28.75878828,8.16,0.002055679,-4172.40527,0.000682513,0.000210386,3.38E-06,1.145639448,1.154773876,12.62646787,0.001418168,-0.979824458,0.439973529,16.53535567,-3.664150023,-2.678680809,-4.406624194,-4.328926004,-4.132536097
22,0.001620914,9.51E-05,0.514251902,0.000813158,28.75658028,7.64,0.002028208,-4205.954079,0.000609867,0.000124357,8.70E-07,1.140773585,1.152092931,12.61380234,0.00131617,-0.98210004,0.439254723,16.46967448,-3.668890252,-2.711061479,-4.431715786,-4.340906459,-4.255214454
23,0.000292322,5.53E-05,0.512638813,0.000600684,28.7554508,7.36,0.001979491,-4224.166083,0.000116891,7.50E-05,5.54E-07,1.13054623,1.146275015,12.60618124,0.001237893,-0.982796669,0.438483158,16.4207604,-3.669402418,-2.730523001,-4.468300659,-4.361998508,-4.309863751
24,0.000115139,1.82E-05,0.451369225,0.000517739,28.74822975,6.68,0.00178338,-4290.481399,1.49E-06,4.58E-05,4.85E-07,1.124548278,1.141248044,12.60605226,0.001213533,-0.984076224,0.434967233,16.38668427,-3.672920886,-2.755504347,-4.504892535,-4.407690476,-4.389022257
25,6.29E-05,9.29E-06,0.207740944,0.000132887,28.74603509,6.64,0.001726269,-4335.011522,1.00E-06,3.47E-05,8.94E-08,1.104520717,1.131592712,12.60601943,0.001036713,-0.98525809,0.432571851,16.24068697,-3.675973042,-2.771713308,-4.543883077,-4.449150642,-4.419123346
26,2.88E-06,5.03E-06,0.058065423,7.39E-05,28.74269266,6.48,0.001672941,-4403.797707,1.73E-07,2.52E-05,1.18E-08,1.095831643,1.123218722,12.40140661,0.000997479,-0.985472953,0.432399328,16.02395934,-3.676141337,-2.776250241,-4.575185339,-4.478814992,-4.450656831
27,1.96E-06,3.67E-06,0.024822588,6.19E-05,28.73766924,5.86,0.001583826,-4484.789562,1.48E-07,2.09E-05,8.96E-09,1.088772292,1.118587639,12.40139179,0.000919992,-0.985737123,0.432174932,15.85063208,-3.676623819,-2.786344459,-4.583066318,-4.511776348,-4.494249379
28,9.00E-07,2.67E-06,0.000742433,6.03E-05,28.73554137,5.68,0.001583826,-4563.398953,1.30E-08,4.80E-06,8.47E-09,1.083772219,1.113266238,12.38697367,0.00089133,-0.98653981,0.429445401,15.83807461,-3.677171485,-2.800373386,-4.603911443,-4.627552083,-4.507270268
29,1.49E-07,1.12E-06,0.000420733,9.28E-06,28.7337836,5.52,0.001583826,-4604.343871,2.87E-09,2.95E-06,6.19E-09,1.076146856,1.110223293,12.25775439,0.000786979,-0.986641871,0.428830287,15.7691345,-3.677666944,-2.830012326,-4.614940106,-4.667921809,-4.552208327
30,1.35E-08,1.99E-07,0.000416353,6.65E-06,28.73015131,5.26,0.00150341,-4635.770295,2.79E-09,2.65E-06,4.85E-09,1.069213196,1.106892972,12.25529342,0.000778278,-0.98771483,0.424462921,15.75105701,-3.678338896,-2.836917273,-4.626318114,-4.767937214,-4.675883643
31,7.81E-09,1.37E-07,0.000350284,3.04E-06,28.72661344,5.22,0.00143644,-4742.257649,2.78E-09,1.25E-06,1.09E-09,1.064574353,1.100930542,12.12872927,0.000776789,-0.990925911,0.424121655,15.70015261,-3.678999364,-2.840508453,-4.66314274,-4.811118578,-4.712251729
32,7.81E-09,4.52E-08,1.13E-05,1.44E-06,28.71995737,5.02,0.001366573,-4746.261495,3.94E-10,6.27E-07,1.09E-09,1.058260284,1.099006935,12.12871146,0.000753331,-0.991476872,0.423021349,15.68216257,-3.683792898,-2.852055429,-4.719248599,-4.828565049,-4.729704522
33,1.43E-09,2.40E-08,6.24E-06,8.43E-07,28.71715397,4.54,0.001333817,-4831.586154,3.81E-10,5.74E-07,4.38E-11,1.054589364,1.097225757,12.12871136,0.000744552,-0.993055324,0.421659689,15.45588816,-3.684427906,-2.85686152,-4.75979698,-4.833666328,-4.796872775
34,1.37E-09,7.66E-09,3.46E-06,5.55E-07,28.71158222,3.88,0.001237708,-4917.218205,7.12E-11,3.77E-07,2.71E-11,1.048303159,1.095392779,12.12846647,0.00072019,-0.99328271,0.421260254,15.40712166,-3.685923866,-2.870270703,-4.775069513,-4.843515976,-4.818611893
35,7.42E-10,4.82E-09,3.46E-06,1.38E-07,28.70844061,3.86,0.001234514,-5000.220159,7.09E-11,3.54E-07,1.53E-11,1.042238185,1.093184157,12.12846647,0.000718297,-0.993734074,0.419829769,15.39889609,-3.685930815,-2.878817122,-4.785799284,-4.86236722,-4.849314543
36,9.24E-11,2.03E-09,2.21E-07,6.08E-08,28.70413852,3.82,0.001220563,-5010.279622,7.09E-11,1.12E-07,2.36E-13,1.03830471,1.089201635,12.12846647,0.000705272,-0.994346743,0.419331889,15.39116772,-3.69043473,-2.891438228,-4.79723675,-4.883263202,-4.861107779
37,6.51E-11,7.86E-10,5.72E-08,1.92E-08,28.7002608,3.74,0.001199212,-5052.527211,5.74E-12,8.85E-08,2.34E-13,1.020981757,1.082937049,12.12719296,0.000699204,-0.994487894,0.418034043,15.37282959,-3.691218647,-2.898361734,-4.827439994,-4.899737053,-4.883533276
38,1.56E-11,7.03E-10,5.34E-08,7.72E-09,28.69679185,3.24,0.001065858,-5067.431802,2.23E-12,4.26E-08,1.16E-14,1.011935455,1.080400064,12.12719296,0.000691621,-0.994789288,0.417949187,15.34936206,-3.692492067,-2.908411568,-4.831557458,-4.909645001,-4.904670774
39,3.04E-12,4.46E-10,5.33E-08,3.71E-09,28.69104412,3.2,0.001065858,-5091.894075,1.18E-13,1.22E-08,9.43E-15,0.998872882,1.079426122,11.92203592,0.000685771,-0.995430207,0.417936489,15.33623253,-3.693260709,-2.91094971,-4.848843595,-4.924602137,-4.923596825
40,2.96E-12,2.80E-10,5.33E-08,1.34E-09,28.68509298,3.16,0.00105817,-5143.555284,3.42E-14,1.02E-08,6.13E-16,0.991313655,1.076038792,11.92203592,0.000663059,-0.99646261,0.416289199,15.3308497,-3.694092504,-2.916482689,-4.863433784,-4.946752711,-4.935296857
41,1.24E-13,2.48E-10,2.23E-08,1.14E-09,28.67873617,3.04,0.00105817,-5171.776316,9.09E-15,3.24E-09,6.08E-16,0.982899989,1.074606156,11.92202978,0.000662864,-0.997642477,0.415384614,15.32621649,-3.694697164,-2.920728167,-4.870249912,-5.000020149,-4.93746304
42,7.89E-15,8.12E-11,2.23E-08,4.62E-10,28.67381585,3.04,0.00104632,-5223.216748,5.79E-15,2.04E-09,6.08E-16,0.976419304,1.072278527,11.92199667,0.000649793,-0.998199677,0.414639341,15.31020997,-3.696325501,-2.928569559,-4.872661063,-5.045978713,-4.944214163
43,7.34E-15,1.36E-11,1.55E-08,3.35E-10,28.67186973,3.02,0.001011046,-5227.94943,3.41E-15,6.62E-10,2.66E-17,0.973685832,1.069880011,11.92199667,0.000644737,-0.998315263,0.413477424,15.26959488,-3.696787765,-2.930831264,-4.900598574,-5.055175068,-4.968470919
44,6.35E-15,8.76E-12,1.52E-08,2.53E-10,28.66246392,2.96,0.000932939,-5250.33823,3.41E-15,5.73E-10,2.00E-17,0.96493968,1.066357389,11.92199589,0.000643256,-0.99845262,0.413085859,15.19835925,-3.697685282,-2.939498219,-4.900630191,-5.08286686,-4.971859492
45,7.38E-18,5.56E-12,5.73E-10,1.04E-10,28.64917205,2.96,0.000932939,-5286.271669,3.41E-15,4.98E-10,2.00E-17,0.963662738,1.064749273,11.92199589,0.000640852,-0.998468078,0.412954566,15.18552032,-3.698296178,-2.945078182,-4.923684004,-5.121697909,-4.974851068
46,4.37E-18,2.77E-12,5.66E-10,6.74E-11,28.64516874,2.88,0.000932939,-5340.807816,3.41E-15,1.52E-10,0.00E+00,0.958834698,1.062849697,11.92199589,0.000640228,-0.998730961,0.411086538,15.18237661,-3.699594459,-2.945382149,-4.940658041,-5.15621472,-4.991193343
47,3.93E-18,2.48E-12,1.08E-10,4.91E-11,28.63930593,2.88,0.000893406,-5391.780563,3.41E-15,3.63E-11,0.00E+00,0.955363613,1.059882958,11.81099027,0.000639041,-0.998865128,0.411044006,15.17629613,-3.699825076,-2.957518012,-4.956677164,-5.169228382,-4.998255183
48,6.37E-19,1.53E-12,3.00E-11,1.63E-11,28.63363566,2.82,0.000886496,-5490.6854,3.41E-15,2.45E-11,0.00E+00,0.945975806,1.059297489,11.80931757,0.00062821,-0.998978089,0.410854192,15.13483837,-3.701279384,-2.96837645,-4.969738091,-5.228620848,-5.006287383
49,4.59E-19,3.97E-13,4.41E-13,8.43E-12,28.62779738,2.8,0.000886496,-5503.180961,2.31E-15,1.35E-11,0.00E+00,0.943982451,1.057622434,11.8091231,0.000609332,-0.999328823,0.410241235,15.12838704,-3.701340713,-2.970290833,-4.973986187,-5.235914732,-5.008959335
50,4.69E-20,9.24E-14,4.40E-13,4.07E-12,28.62448947,2.62,0.000885676,-5508.907045,1.78E-16,1.32E-11,0.00E+00,0.937546604,1.055313815,11.6721233,0.000607978,-0.999406255,0.409318507,15.11467604,-3.701686926,-2.974715314,-4.976824776,-5.256605232,-5.009822148
51,5.65E-22,9.01E-14,2.61E-13,1.27E-12,28.61556093,2.54,0.000885676,-5559.003382,1.78E-16,4.50E-12,0.00E+00,0.929578299,1.053209402,11.67196656,0.00060223,-0.999531657,0.409316898,15.11467604,-3.701904258,-2.982670613,-4.979306663,-5.356271448,-5.013067578
52,2.08E-23,1.80E-14,2.56E-13,5.49E-13,28.61298771,2.06,0.000858263,-5615.301627,0.00E+00,1.33E-12,0.00E+00,0.929036544,1.050708783,11.67196595,0.00060083,-0.999860699,0.408944124,15.1056133,-3.705083676,-2.993805991,-4.990822447,-5.365756212,-5.032578756
53,7.13E-24,1.09E-14,6.80E-15,4.65E-13,28.60818715,2.02,0.00085279,-5642.761698,0.00E+00,1.30E-12,0.00E+00,0.91797981,1.04128601,11.67196595,0.000599923,-0.999883962,0.408913576,15.02140887,-3.706044369,-2.99891031,-4.994642383,-5.369296717,-5.034890925
54,2.92E-24,8.34E-15,3.71E-15,1.63E-13,28.60212732,2.02,0.000833542,-5665.432869,0.00E+00,9.72E-13,0.00E+00,0.911443557,1.040018341,11.67196595,0.000598923,-0.999900473,0.408414197,15.01973305,-3.706223041,-3.001129542,-5.011653825,-5.377238144,-5.051480984
55,6.68E-25,7.52E-15,5.60E-17,9.57E-14,28.60101471,1.98,0.000812827,-5694.121521,0.00E+00,9.00E-13,0.00E+00,0.90896414,1.037392567,11.67196594,0.000594867,-1.000387319,0.408375723,15.01866371,-3.718087908,-3.007343414,-5.057155636,-5.446460786,-5.05800526
56,3.44E-25,3.33E-15,1.88E-17,2.62E-14,28.59455239,1.96,0.00079948,-5744.626835,0.00E+00,2.71E-13,0.00E+00,0.906438729,1.031443718,11.67188033,0.00059295,-1.000688354,0.407703314,15.01866371,-3.723703306,-3.012197905,-5.05970003,-5.446803998,-5.093671856
57,1.13E-25,6.15E-16,1.80E-17,1.58E-14,28.59135006,1.96,0.000760077,-5774.971828,0.00E+00,2.69E-13,0.00E+00,0.904675622,1.030980701,11.67186926,0.000592481,-1.000784758,0.404873982,15.01685921,-3.724282962,-3.013902677,-5.060520127,-5.455791183,-5.100614053
58,4.26E-26,5.06E-16,1.11E-18,8.36E-15,28.58882237,1.96,0.000760077,-5824.929866,0.00E+00,1.98E-14,0.00E+00,0.901058356,1.029366731,11.67186926,0.000592023,-1.000960498,0.404854015,14.96320761,-3.724369439,-3.019714187,-5.066752023,-5.462123837,-5.108830584
59,4.26E-26,3.06E-16,7.14E-19,3.51E-15,28.58580987,1.96,0.000752124,-5873.779861,0.00E+00,1.51E-14,0.00E+00,0.899527622,1.027708335,11.61755214,0.000589065,-1.00197275,0.404683489,14.95889072,-3.724742031,-3.019872497,-5.067264877,-5.48532307,-5.110355975
60,7.95E-27,2.75E-16,6.13E-19,1.97E-15,28.57997943,1.9,0.000752124,-5884.12847,0.00E+00,1.37E-14,0.00E+00,0.897823506,1.023278689,11.61755214,0.000588982,-1.002079549,0.404650156,14.82030173,-3.724832705,-3.023507621,-5.069100433,-5.491851479,-5.125657662
61,7.94E-27,2.68E-16,4.39E-19,1.79E-15,28.57749742,1.9,0.000752124,-5980.51454,0.00E+00,1.37E-14,0.00E+00,0.891536667,1.022640141,11.61755214,0.000588419,-1.002201548,0.40462185,14.8197371,-3.725113272,-3.023585766,-5.077273452,-5.493693386,-5.127324696
62,3.33E-27,9.59E-17,1.59E-19,7.20E-16,28.56884979,1.9,0.000731808,-6002.62653,0.00E+00,6.63E-15,0.00E+00,0.890301405,1.022375471,11.61755214,0.000586367,-1.002593435,0.403888233,14.66582629,-3.727165319,-3.026378148,-5.141676888,-5.499971469,-5.139140837
63,3.02E-27,1.87E-17,1.50E-19,4.83E-16,28.5631627,1.9,0.000672557,-6016.48052,0.00E+00,2.50E-15,0.00E+00,0.88838539,1.019098298,11.61755213,0.000586284,-1.003048451,0.40359158,14.5648879,-3.729129326,-3.030608085,-5.145419327,-5.506189082,-5.173534598
64,5.12E-28,9.67E-18,3.97E-20,2.38E-16,28.56096624,1.88,0.000672557,-6055.225248,0.00E+00,2.43E-15,0.00E+00,0.887952497,1.017768477,11.61755213,0.000584331,-1.003385134,0.403542422,14.55111212,-3.729680656,-3.036309798,-5.151026832,-5.538524692,-5.174019318
65,4.01E-30,7.20E-18,1.25E-20,2.21E-16,28.55256201,1.88,0.000672557,-6080.860466,0.00E+00,1.94E-15,0.00E+00,0.887009977,1.017235195,11.61755213,0.000583648,-1.003427824,0.403441108,14.55110966,-3.73005826,-3.037506805,-5.156333555,-5.541914674,-5.188768564
66,1.13E-30,3.25E-18,5.74E-21,5.32E-17,28.54407175,1.82,0.000646767,-6084.795009,0.00E+00,1.94E-15,0.00E+00,0.882605516,1.015906573,11.61753393,0.000583446,-1.003430813,0.403353787,14.54325182,-3.730518545,-3.04123336,-5.156476365,-5.543234001,-5.198030512
67,7.05E-33,1.88E-18,5.73E-21,5.06E-17,28.53711858,1.82,0.000630632,-6122.81423,0.00E+00,1.08E-15,0.00E+00,0.879596634,1.014839652,11.61753393,0.000583024,-1.003488443,0.403264303,14.54325182,-3.730583315,-3.042668738,-5.160723463,-5.546197344,-5.199600443
68,2.67E-33,1.69E-18,1.64E-21,1.91E-17,28.53354144,1.82,0.000604777,-6130.09722,0.00E+00,5.15E-16,0.00E+00,0.87905606,1.012071498,11.61753393,0.000577511,-1.004300715,0.40325626,14.33573801,-3.730583315,-3.043578047,-5.166395345,-5.549816128,-5.207715853
69,9.29E-34,1.41E-18,1.66E-22,1.12E-17,28.52568681,1.74,0.00060441,-6182.196142,0.00E+00,5.15E-16,0.00E+00,0.878002547,1.004995074,11.60465014,0.00057585,-1.004315316,0.403233754,14.3300038,-3.730954612,-3.044055783,-5.167338887,-5.554911347,-5.214441582
70,3.37E-34,5.77E-19,3.11E-23,3.12E-18,28.52415305,1.72,0.00060441,-6198.592703,0.00E+00,5.15E-16,0.00E+00,0.875531238,1.004131465,11.60465014,0.000574714,-1.004441318,0.402843346,14.3297517,-3.731333957,-3.049685129,-5.168194803,-5.556362041,-5.216786343
71,2.19E-34,5.22E-19,2.08E-23,2.99E-19,28.52170969,1.72,0.00059431,-6218.634379,0.00E+00,5.15E-16,0.00E+00,0.874554919,1.003489986,11.60465014,0.000574608,-1.004449778,0.402756868,14.32588389,-3.732698739,-3.053446917,-5.170601276,-5.556507901,-5.222770504
72,1.04E-34,3.05E-19,1.28E-23,1.10E-19,28.51753879,1.7,0.00059431,-6251.809358,0.00E+00,5.15E-16,0.00E+00,0.873444805,1.002624697,11.50684726,0.000574483,-1.004695066,0.40202996,14.30490767,-3.732719209,-3.055522233,-5.174123175,-5.567595562,-5.224123891
73,9.92E-35,1.34E-19,7.13E-24,5.18E-20,28.51565985,1.7,0.00059431,-6298.790422,0.00E+00,4.44E-16,0.00E+00,0.867065998,1.001497469,11.50684726,0.000574272,-1.004731054,0.40202828,14.30331629,-3.733321838,-3.062471478,-5.179425399,-5.567686082,-5.243855278
74,8.93E-35,5.52E-20,3.07E-24,1.79E-20,28.51135279,1.66,0.00059431,-6310.150643,0.00E+00,4.44E-16,0.00E+00,0.866014851,1.000667125,11.50684726,0.000572824,-1.004906415,0.402021983,14.2014771,-3.7349799,-3.064512268,-5.18047021,-5.567844621,-5.244048995
75,6.93E-35,5.36E-20,3.27E-25,1.33E-20,28.50747355,1.64,0.000592829,-6318.734381,0.00E+00,4.44E-16,0.00E+00,0.864683587,0.998153012,11.50684698,0.000566758,-1.005073506,0.401980823,14.13192445,-3.735531507,-3.06469862,-5.18497643,-5.568947561,-5.246311005
76,9.72E-37,4.45E-20,2.54E-25,5.47E-21,28.49933069,1.58,0.000592197,-6334.174699,0.00E+00,4.44E-16,0.00E+00,0.864071156,0.994231162,11.50684698,0.000564334,-1.00526856,0.401839153,14.11127618,-3.735531507,-3.067818462,-5.18849638,-5.572772785,-5.248559684
77,6.94E-38,4.59E-21,1.91E-25,4.47E-21,28.49244561,1.4,0.000592197,-6339.872885,0.00E+00,4.44E-16,0.00E+00,0.862809077,0.992976969,11.50684698,0.000561148,-1.005320588,0.40183861,13.98317496,-3.736963234,-3.070539075,-5.230182372,-5.579662158,-5.251996031
78,4.63E-38,3.95E-21,1.90E-25,3.41E-21,28.4899315,1.4,0.000564279,-6367.422123,0.00E+00,4.44E-16,0.00E+00,0.861779337,0.989469641,11.50684698,0.000559101,-1.005320631,0.401836057,13.95667338,-3.737352305,-3.071398738,-5.236118184,-5.586404952,-5.258822614
79,4.48E-38,1.71E-21,3.12E-27,2.31E-21,28.48768255,1.4,0.000549459,-6386.074423,0.00E+00,4.44E-16,0.00E+00,0.859598374,0.988271306,11.50684698,0.00055887,-1.005790224,0.401734869,13.95667338,-3.737800235,-3.071754215,-5.262164226,-5.587090146,-5.259769701
80,8.09E-39,7.37E-22,1.17E-27,1.93E-21,28.48479428,1.38,0.000538351,-6402.205385,0.00E+00,4.44E-16,0.00E+00,0.857676933,0.987299617,11.50684698,0.000558822,-1.005899349,0.401733923,13.95426156,-3.737938487,-3.073939333,-5.270626982,-5.589694953,-5.276105502
81,8.08E-39,7.35E-22,4.44E-28,1.75E-21,28.48089861,1.38,0.000519603,-6418.852968,0.00E+00,4.44E-16,0.00E+00,0.855476327,0.981374795,11.50684698,0.000558606,-1.005981416,0.401733923,13.95331443,-3.752135611,-3.075056912,-5.271826189,-5.592685892,-5.276595458
82,5.85E-39,3.33E-22,4.11E-28,1.34E-21,28.47772879,1.36,0.000511686,-6435.37286,0.00E+00,4.44E-16,0.00E+00,0.85453238,0.981074432,11.50684698,0.000558182,-1.006018261,0.401731557,13.94732626,-3.752347585,-3.075635896,-5.278473166,-5.596603028,-5.288700895
83,4.17E-39,3.15E-22,4.09E-28,1.30E-21,28.47297184,1.32,0.000511686,-6492.130876,0.00E+00,4.44E-16,0.00E+00,0.853335402,0.980765999,11.50684662,0.000553765,-1.006089758,0.401731557,13.94724874,-3.753244016,-3.077054481,-5.279155347,-5.606782992,-5.289631064
84,1.26E-39,6.90E-23,1.32E-28,8.06E-22,28.46842755,1.16,0.000511686,-6504.942502,0.00E+00,4.44E-16,0.00E+00,0.852412502,0.979983606,11.50684662,0.000553609,-1.006118655,0.401712377,13.94631492,-3.753364935,-3.080486109,-5.279936407,-5.61237282,-5.290749458
85,8.17E-41,5.60E-24,1.29E-28,7.92E-23,28.46315805,1.16,0.000511686,-6513.687454,0.00E+00,4.44E-16,0.00E+00,0.850508929,0.979522358,11.50684662,0.000553609,-1.006119237,0.401712359,13.91888677,-3.7542166,-3.080820284,-5.284796343,-5.614200103,-5.31500022
86,5.12E-41,4.81E-24,3.77E-29,6.27E-23,28.46108758,1.08,0.000511686,-6525.420078,0.00E+00,4.44E-16,0.00E+00,0.850176619,0.9766661,11.50684662,0.000552867,-1.006127318,0.4016401,13.91843772,-3.754824296,-3.081743642,-5.286810651,-5.621660902,-5.315169806
87,4.97E-41,2.23E-24,2.51E-30,2.16E-23,28.45959025,1.08,0.000511686,-6585.147647,0.00E+00,4.44E-16,0.00E+00,0.848593072,0.974290949,11.50684662,0.000551315,-1.006188257,0.401616069,13.91843772,-3.755295624,-3.082160343,-5.288285792,-5.627896146,-5.320661651
88,6.45E-42,5.56E-25,2.51E-30,1.74E-23,28.45130929,1.08,0.000511686,-6615.549635,0.00E+00,4.44E-16,0.00E+00,0.847866619,0.971244137,11.50681301,0.000549765,-1.006265459,0.401585663,13.91843772,-3.755815443,-3.08294625,-5.29122765,-5.630133093,-5.330474913
89,1.66E-42,5.51E-25,1.41E-30,1.22E-23,28.45012887,1.04,0.000511686,-6654.999877,0.00E+00,4.44E-16,0.00E+00,0.844925818,0.968363869,11.50681301,0.000549147,-1.006284831,0.401582971,13.91843772,-3.755815443,-3.085103375,-5.293808924,-5.630635718,-5.332289564
90,8.17E-43,4.01E-26,3.40E-31,1.21E-23,28.44776566,1.04,0.000511686,-6686.787348,0.00E+00,4.44E-16,0.00E+00,0.844188723,0.965297159,11.4993414,0.000548571,-1.006349545,0.401582971,13.91825108,-3.755905166,-3.085461089,-5.298033184,-5.631375209,-5.332775025
91,1.89E-43,1.75E-26,4.29E-32,8.81E-24,28.44575081,1,0.000511686,-6710.857992,0.00E+00,4.44E-16,0.00E+00,0.843364102,0.963484707,11.4993414,0.000548553,-1.006398781,0.401582971,13.91419332,-3.755943942,-3.087620939,-5.298704024,-5.635125737,-5.333342817
