NGS_WOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
328,5.91E-197,4.43E-96,6.07E-148,1.06E-95,28.16410378,0.2,0.000111394,-8613.081656,0,4.44E-16,0,0.754507776,0.819599633,11.37922606,0.000478326,-1.009922448,0.39837183,13.30142354,-3.787369626,-3.172711675,-5.852220698,-6.025688383,-6.255934163
329,1.50E-198,3.27E-96,6.07E-148,9.11E-96,28.16410378,0.2,0.000111394,-8613.4198,0,4.44E-16,0,0.754507776,0.819599633,11.37922606,0.000478326,-1.009922448,0.39837183,13.30141799,-3.787369626,-3.172711984,-5.852220698,-6.025688383,-6.255934163
330,9.89E-199,2.17E-96,1.94E-149,5.42E-96,28.16410378,0.2,0.000111394,-8613.4198,0,4.44E-16,0,0.754507776,0.819599633,11.37922606,0.000478326,-1.009922707,0.39837183,13.30141799,-3.787375237,-3.172801364,-5.852220698,-6.025688383,-6.255934163
331,5.38E-199,1.26E-96,6.83E-150,5.37E-96,28.16410378,0.2,0.000111394,-8613.424296,0,4.44E-16,0,0.754507776,0.819599518,11.37922606,0.000478326,-1.009922707,0.39837183,13.30141799,-3.787375237,-3.172801364,-5.852220698,-6.025688383,-6.255934163
332,2.97E-199,1.26E-96,3.90E-150,1.44E-96,28.16410378,0.2,0.000111394,-8613.520025,0,4.44E-16,0,0.754507539,0.819599518,11.37922606,0.000478326,-1.009922707,0.39837183,13.30140302,-3.787375237,-3.17280153,-5.852220698,-6.025688383,-6.255967566
333,5.21E-200,1.26E-96,3.72E-150,7.94E-97,28.16410378,0.2,0.000111394,-8613.804001,0,4.44E-16,0,0.754506323,0.819599518,11.37922606,0.000478326,-1.009922707,0.398371826,13.30140302,-3.787379071,-3.17280153,-5.852220717,-6.025688383,-6.255967566
334,4.95E-200,1.14E-96,1.91E-150,6.42E-97,28.16410378,0.2,0.000111394,-8613.851093,0,4.44E-16,0,0.754506114,0.819599518,11.37922606,0.000478326,-1.009922707,0.398371362,13.30139664,-3.787380973,-3.172801539,-5.852220717,-6.025688386,-6.255967566
335,4.27E-201,3.33E-97,1.91E-150,6.39E-97,28.16410368,0.2,0.000111394,-8615.171786,0,4.44E-16,0,0.754506114,0.819599311,11.37922606,0.000478326,-1.009922707,0.398371362,13.30139664,-3.787381278,-3.172801539,-5.852220717,-6.025688532,-6.255968426
336,1.49E-201,3.41E-98,1.91E-150,6.09E-97,28.16410368,0.2,0.000111394,-8619.171392,0,4.44E-16,0,0.754505959,0.819599311,11.37922606,0.000478326,-1.009922707,0.398371362,13.30139664,-3.787381278,-3.172801648,-5.852221541,-6.025688532,-6.255968426
337,1.49E-201,3.41E-98,2.48E-152,1.44E-97,28.16410368,0.2,0.000111394,-8619.171392,0,4.44E-16,0,0.754505959,0.81959928,11.37922606,0.000478326,-1.009926269,0.398371362,13.30133048,-3.787381278,-3.172801648,-5.852221541,-6.025688541,-6.255968426
338,7.06E-202,4.23E-99,2.48E-152,2.76E-98,28.16410368,0.2,0.000111394,-8619.623537,0,4.44E-16,0,0.754504889,0.81959928,11.37922606,0.000478326,-1.009926269,0.398358804,13.30133048,-3.787381278,-3.172801648,-5.852221541,-6.025688795,-6.255977415
339,2.21E-202,1.68E-99,2.48E-152,1.56E-98,28.16410368,0.2,0.000111394,-8622.345382,0,4.44E-16,0,0.754504889,0.81959928,11.37922606,0.000478326,-1.009926269,0.398355565,13.30131316,-3.787398371,-3.172802395,-5.852221804,-6.025688795,-6.255977415
340,2.19E-202,1.18E-99,2.88E-154,6.33E-99,28.16410368,0.2,0.000111394,-8622.359726,0,4.44E-16,0,0.754503365,0.819599228,11.37922606,0.000478326,-1.009926269,0.39835552,13.30131316,-3.787400486,-3.172804103,-5.852232898,-6.025688795,-6.255977415
341,2.19E-202,1.18E-99,2.66E-154,3.78E-99,28.16410368,0.2,0.000111394,-8622.566339,0,4.44E-16,0,0.754502945,0.819599166,11.37922606,0.000478326,-1.009926322,0.398352497,13.30131316,-3.787400486,-3.172804108,-5.852232898,-6.02568895,-6.255979137
342,2.19E-202,5.04E-100,1.61E-154,9.53E-100,28.16410368,0.2,0.000111394,-8622.566339,0,4.44E-16,0,0.754502945,0.819599116,11.37922606,0.000478326,-1.009926322,0.398352327,13.30131316,-3.787400556,-3.172804108,-5.852232898,-6.02568895,-6.255979137
343,1.55E-203,1.86E-100,1.34E-154,1.45E-100,28.16410368,0.2,0.000111394,-8622.566339,0,4.44E-16,0,0.754502945,0.819598888,11.37922606,0.000478326,-1.009926322,0.398352327,13.30131316,-3.787402116,-3.172804108,-5.852232898,-6.02568895,-6.255979137
344,6.93E-205,1.26E-100,1.34E-154,3.34E-101,28.16410368,0.2,0.000111394,-8622.894261,0,4.44E-16,0,0.754502945,0.819598888,11.37922603,0.000478326,-1.009926322,0.398352327,13.30131316,-3.787402132,-3.172805485,-5.852233407,-6.025689308,-6.255979137
345,3.52E-206,9.17E-101,7.69E-155,2.95E-101,28.16410368,0.2,0.000111394,-8622.915895,0,4.44E-16,0,0.754502945,0.819598888,11.37922603,0.000478326,-1.009926335,0.398352327,13.30131316,-3.787402132,-3.172867917,-5.852233407,-6.025689308,-6.255979143
346,3.52E-206,9.17E-101,7.69E-155,7.16E-102,28.16410368,0.2,0.000111394,-8622.971544,0,4.44E-16,0,0.754501682,0.819598888,11.37922603,0.000478326,-1.009926335,0.398352327,13.30131316,-3.787402132,-3.172872018,-5.852233575,-6.025689308,-6.255979143
347,3.52E-206,1.52E-101,1.63E-155,4.59E-102,28.1641036,0.2,0.000111394,-8622.972662,0,4.44E-16,0,0.754501682,0.819598888,11.37922603,0.000478326,-1.009926338,0.398352327,13.30131316,-3.787402132,-3.172872018,-5.852233575,-6.025689308,-6.255979737
348,2.02E-206,1.52E-101,4.40E-156,2.38E-102,28.1641036,0.2,0.000111394,-8623.354674,0,4.44E-16,0,0.754500578,0.819598888,11.37922603,0.000478326,-1.009926338,0.398336283,13.30131316,-3.787402132,-3.172872047,-5.852233749,-6.025689308,-6.255979737
349,7.27E-207,8.07E-102,1.22E-156,1.38E-102,28.1641036,0.2,0.000111394,-8623.652533,0,4.44E-16,0,0.754500578,0.819598888,11.37922603,0.000478326,-1.009926338,0.398336283,13.30129987,-3.787402132,-3.172879553,-5.852233749,-6.025689308,-6.255979737
350,2.51E-207,8.07E-102,1.02E-156,1.30E-102,28.1641036,0.2,0.000111394,-8624.027004,0,4.44E-16,0,0.754500578,0.819598888,11.37922603,0.000478326,-1.009926338,0.398336078,13.30129987,-3.787402132,-3.172879553,-5.85223381,-6.025689308,-6.255979737
351,1.08E-207,8.07E-102,1.68E-157,1.04E-102,28.1641036,0.2,0.000111394,-8624.027004,0,4.44E-16,0,0.754500578,0.819598888,11.37922603,0.000478326,-1.009926338,0.398334116,13.30129987,-3.787402132,-3.172879553,-5.85223381,-6.025720584,-6.255979737
352,1.49E-208,8.07E-102,1.68E-157,2.57E-103,28.1641036,0.2,0.000111394,-8625.252422,0,4.44E-16,0,0.754500578,0.819598874,11.37922603,0.000478326,-1.009926338,0.398334116,13.30129987,-3.787402133,-3.172879553,-5.85223381,-6.025720584,-6.25598024
353,4.82E-209,8.07E-102,1.32E-157,1.33E-103,28.1641036,0.2,0.000111394,-8625.2738,0,4.44E-16,0,0.754495256,0.819598874,11.37922603,0.000478326,-1.009926338,0.398334116,13.30129987,-3.787450522,-3.172879553,-5.85223381,-6.025720584,-6.25598024
354,4.54E-209,1.12E-102,1.15E-157,3.25E-104,28.1641036,0.2,0.000111394,-8626.940899,0,4.44E-16,0,0.754495256,0.819598874,11.37922603,0.000478326,-1.009926338,0.398334116,13.30129987,-3.787450522,-3.172879553,-5.85223381,-6.025720584,-6.25598024
355,3.38E-209,8.35E-103,7.53E-160,8.82E-105,28.1641036,0.2,0.000111394,-8627.113514,0,4.44E-16,0,0.754495256,0.819598222,11.37922603,0.000478326,-1.009926338,0.398334116,13.30129987,-3.787450522,-3.172929184,-5.85223381,-6.025720584,-6.255980329
356,2.05E-209,8.35E-103,3.90E-160,6.43E-105,28.1641036,0.2,0.000111394,-8627.133132,0,4.44E-16,0,0.754495256,0.819598176,11.37922603,0.000478326,-1.009926338,0.398334115,13.30129987,-3.787455605,-3.172929184,-5.85223381,-6.025720584,-6.255980329
357,1.51E-209,2.59E-103,1.13E-160,1.97E-105,28.1641036,0.2,0.000111394,-8627.429186,0,4.44E-16,0,0.754495256,0.819598176,11.37922603,0.000478326,-1.009926338,0.398334115,13.30129987,-3.787455605,-3.172931765,-5.85223381,-6.025720584,-6.255980329
358,9.87E-212,1.81E-103,1.13E-160,1.59E-105,28.1641036,0.2,0.000111394,-8627.429186,0,4.44E-16,0,0.754495256,0.819598176,11.37922603,0.000478325,-1.009926338,0.398334115,13.30129987,-3.787455605,-3.172931765,-5.85223381,-6.025720584,-6.25598047
359,2.54E-212,1.81E-103,1.13E-160,1.23E-105,28.1641036,0.2,0.000111394,-8627.433757,0,4.44E-16,0,0.754493403,0.819598176,11.37922603,0.000478325,-1.009926338,0.398334115,13.30129987,-3.787455605,-3.17294609,-5.852233823,-6.025720584,-6.25598047
360,6.96E-213,1.81E-103,1.13E-160,1.13E-105,28.1641036,0.2,0.000111394,-8627.456374,0,4.44E-16,0,0.754493403,0.819598176,11.37922603,0.000478325,-1.009926338,0.398334115,13.30129987,-3.787455605,-3.17294609,-5.852233823,-6.025720658,-6.25598047
361,6.71E-213,1.81E-103,2.24E-161,8.74E-106,28.1641036,0.2,0.000111394,-8627.725132,0,4.44E-16,0,0.754493403,0.819598176,11.37922603,0.000478325,-1.009926338,0.398334098,13.30129987,-3.787455605,-3.172971325,-5.852233908,-6.025720687,-6.255980575
362,5.72E-213,1.81E-103,1.63E-161,2.05E-106,28.16410359,0.2,0.000111394,-8627.725132,0,4.44E-16,0,0.754493403,0.819598176,11.37922603,0.000478325,-1.009926345,0.398334086,13.30129987,-3.787455605,-3.172971325,-5.852236943,-6.025720687,-6.255980583
363,7.19E-215,7.44E-104,4.31E-163,7.20E-107,28.16410359,0.2,0.000111394,-8627.727625,0,4.44E-16,0,0.754493403,0.819598176,11.37922603,0.000478325,-1.009926345,0.398334086,13.30129744,-3.787483946,-3.172972053,-5.852255926,-6.025720687,-6.255980583
364,7.19E-215,3.21E-104,4.31E-163,2.38E-107,28.16410359,0.2,0.000111394,-8627.727625,0,4.44E-16,0,0.7544933,0.819598176,11.37922603,0.000478325,-1.009926345,0.398333981,13.30129744,-3.787483946,-3.172972231,-5.852255926,-6.025720687,-6.255980583
365,4.84E-221,3.21E-104,9.72E-164,1.64E-107,28.16410359,0.2,0.000111394,-8627.727625,0,4.44E-16,0,0.7544933,0.819598176,11.37922603,0.000478324,-1.009926345,0.398333765,13.30129744,-3.787483946,-3.173008254,-5.852255926,-6.025720687,-6.255980583
366,3.90E-221,3.66E-105,1.82E-164,6.16E-108,28.16410359,0.2,0.000111394,-8628.280775,0,4.44E-16,0,0.754492269,0.819598176,11.37922603,0.000478324,-1.009926345,0.398333765,13.30128831,-3.787483946,-3.173008254,-5.852255926,-6.025720687,-6.255980583
367,1.06E-221,1.58E-105,2.12E-166,4.81E-108,28.16410359,0.2,0.000111394,-8628.289262,0,4.44E-16,0,0.754492269,0.819598176,11.37922603,0.000478324,-1.009926345,0.398333765,13.30128831,-3.787489338,-3.173009023,-5.852255926,-6.025720687,-6.255980583
368,5.58E-222,1.58E-105,1.99E-167,3.54E-108,28.16410359,0.2,0.000111394,-8628.29152,0,4.44E-16,0,0.754492269,0.819598175,11.37922603,0.000478324,-1.009926348,0.398333765,13.30128831,-3.787489338,-3.173009023,-5.852255926,-6.02572438,-6.255984817
369,5.57E-222,1.58E-105,8.15E-168,2.88E-108,28.16410359,0.2,0.000111394,-8628.465096,0,4.44E-16,0,0.754492269,0.819598175,11.37922603,0.000478323,-1.009926348,0.398333761,13.30128831,-3.787489338,-3.173009026,-5.852256078,-6.02572438,-6.255984817
370,1.07E-222,1.06E-106,6.91E-168,9.91E-109,28.16410359,0.2,0.000111394,-8628.465096,0,4.44E-16,0,0.754492269,0.819598175,11.37922603,0.000478323,-1.009926348,0.398333761,13.30128831,-3.787489636,-3.173009665,-5.852256078,-6.025724381,-6.255984817
371,3.97E-223,6.66E-107,4.98E-169,9.75E-110,28.16410359,0.2,0.000111394,-8628.465096,0,4.44E-16,0,0.754492269,0.819598175,11.37922603,0.000478323,-1.009926348,0.398333761,13.30128831,-3.787489636,-3.173009783,-5.852256078,-6.025724381,-6.255987404
372,3.91E-223,6.66E-107,2.49E-172,5.34E-110,28.16410359,0.2,0.000111394,-8628.465622,0,4.44E-16,0,0.754485266,0.819598175,11.37922603,0.000478323,-1.009926348,0.398333761,13.30128831,-3.787547093,-3.173009783,-5.852256078,-6.025724381,-6.255987404
373,3.34E-223,6.66E-107,2.75E-173,3.40E-110,28.16410359,0.2,0.000111394,-8628.4859,0,4.44E-16,0,0.754485266,0.819598175,11.37922603,0.000478322,-1.009926348,0.398333761,13.30128831,-3.787547093,-3.173009783,-5.852256078,-6.025724381,-6.255987404
374,3.34E-223,4.92E-108,2.67E-173,2.76E-110,28.16410359,0.2,0.000111394,-8628.544085,0,4.44E-16,0,0.754484552,0.819598175,11.37922603,0.000478322,-1.009926348,0.398333761,13.30128831,-3.787547093,-3.173010548,-5.852256078,-6.025724381,-6.255987404
375,2.42E-223,4.91E-108,2.61E-173,2.62E-110,28.16410359,0.2,0.000111394,-8630.807524,0,4.44E-16,0,0.754484552,0.819598175,11.37922603,0.000478322,-1.009926348,0.398333761,13.30128831,-3.787547093,-3.173010548,-5.852256078,-6.025724381,-6.25598754
376,1.20E-223,4.54E-108,1.65E-173,2.03E-110,28.16410359,0.2,0.000111394,-8630.807524,0,4.44E-16,0,0.754484552,0.819598175,11.37922603,0.000478322,-1.009926348,0.398333761,13.30128831,-3.787547093,-3.173010548,-5.852256078,-6.025724381,-6.25598754
377,1.20E-223,1.86E-108,1.62E-173,1.41E-110,28.16410359,0.2,0.000109281,-8631.148506,0,4.44E-16,0,0.754484552,0.819598175,11.37922603,0.000478322,-1.009926348,0.398333533,13.30128831,-3.787547093,-3.173010548,-5.852256243,-6.025724381,-6.25598754
378,1.20E-223,1.67E-108,9.84E-174,6.31E-111,28.16410356,0.2,0.000109281,-8631.148506,0,4.44E-16,0,0.754484274,0.819598175,11.37922603,0.000478322,-1.009926348,0.398332262,13.30128831,-3.787547093,-3.173014058,-5.852256243,-6.025724394,-6.25598754
379,6.92E-224,1.67E-108,9.78E-174,5.70E-111,28.16410356,0.2,0.000109281,-8631.152429,0,4.44E-16,0,0.754483722,0.819598175,11.37922603,0.000478322,-1.009926348,0.398332227,13.30128831,-3.787547183,-3.173014058,-5.852256243,-6.025724394,-6.25598754
380,6.18E-225,1.28E-109,3.41E-175,2.59E-111,28.16410356,0.2,0.000109281,-8631.321786,0,4.44E-16,0,0.75448276,0.819598175,11.37922603,0.000478322,-1.009926348,0.398332227,13.30128831,-3.787547183,-3.173014058,-5.852256243,-6.025724679,-6.25598754
381,3.88E-225,1.84E-111,3.40E-175,2.01E-111,28.16410356,0.2,0.000109281,-8631.321786,0,4.44E-16,0,0.754482701,0.819598175,11.37922603,0.000478322,-1.009926348,0.398332227,13.30128831,-3.787547183,-3.173014058,-5.852256243,-6.025724679,-6.256005998
382,3.88E-225,1.83E-111,9.53E-176,8.08E-112,28.16410356,0.2,0.000106487,-8632.031797,0,4.44E-16,0,0.754482701,0.819598175,11.37922603,0.000478322,-1.009926348,0.398332227,13.30128831,-3.787553753,-3.173014058,-5.85225625,-6.025724679,-6.256005998
383,1.23E-227,1.83E-111,9.51E-176,4.85E-112,28.16410356,0.2,0.000106487,-8632.031797,0,4.44E-16,0,0.754482701,0.819598114,11.37922603,0.000478322,-1.009926348,0.398332227,13.30128831,-3.787553792,-3.173014058,-5.85225625,-6.025724679,-6.256005998
384,1.23E-227,1.31E-111,9.50E-176,1.78E-112,28.16410356,0.2,0.000106487,-8632.031797,0,4.44E-16,0,0.754482701,0.819598114,11.37922603,0.000478322,-1.009926348,0.398332225,13.30128831,-3.787555777,-3.173014058,-5.85225625,-6.025724679,-6.256005998
385,3.97E-229,4.38E-112,9.50E-176,7.53E-113,28.16410356,0.2,0.000106487,-8632.13744,0,4.44E-16,0,0.754479129,0.819598114,11.37922603,0.000478322,-1.009926348,0.398332183,13.30128831,-3.787555777,-3.173014063,-5.85225625,-6.025724679,-6.256006002
386,3.97E-229,2.22E-112,9.49E-176,6.49E-113,28.16410356,0.2,0.000106487,-8632.13744,0,4.44E-16,0,0.754479129,0.819598114,11.37922603,0.000478321,-1.009926348,0.398332183,13.30128831,-3.787555777,-3.173014063,-5.85225625,-6.025724679,-6.256006002
387,1.61E-229,2.00E-112,9.49E-176,6.01E-113,28.16410356,0.2,9.82E-05,-8632.870625,0,4.44E-16,0,0.754479129,0.819598114,11.37922603,0.000478321,-1.00992635,0.398332183,13.30128831,-3.787555777,-3.173033855,-5.852260188,-6.025724679,-6.256006002
388,7.02E-230,1.99E-112,9.46E-177,4.56E-113,28.16410356,0.2,9.82E-05,-8632.870625,0,4.44E-16,0,0.754479129,0.819598114,11.37922603,0.000478321,-1.00992635,0.398332183,13.30128831,-3.787555777,-3.173033855,-5.852260188,-6.025724679,-6.256009673
389,7.02E-230,1.17E-112,9.46E-177,3.88E-113,28.16410356,0.2,9.82E-05,-8632.883299,0,4.44E-16,0,0.754478323,0.819598114,11.37922603,0.000478321,-1.00992635,0.398332183,13.30128831,-3.787555777,-3.173033855,-5.852260188,-6.025724741,-6.256009673
390,7.01E-230,6.60E-113,9.46E-177,1.91E-113,28.16410356,0.2,9.82E-05,-8633.285184,0,4.44E-16,0,0.754478323,0.819598114,11.37922603,0.000478321,-1.009926353,0.398332183,13.30128831,-3.787555777,-3.173033855,-5.852260188,-6.025724741,-6.256009781
391,2.70E-230,6.60E-113,9.46E-177,1.91E-113,28.16410356,0.2,9.82E-05,-8633.950414,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926353,0.398332183,13.30128831,-3.787555777,-3.173033855,-5.852260958,-6.025724741,-6.256009781
392,4.75E-231,6.60E-113,9.46E-177,3.44E-114,28.16410356,0.2,9.82E-05,-8633.950414,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926353,0.398332183,13.30128831,-3.78755583,-3.173034772,-5.852260958,-6.025724741,-6.256009781
393,3.85E-231,6.60E-113,9.46E-177,1.42E-114,28.16410356,0.2,9.82E-05,-8633.950414,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.78755583,-3.173034864,-5.852260958,-6.025724741,-6.256011396
394,3.12E-231,2.12E-113,9.46E-177,1.42E-114,28.16410356,0.2,9.68E-05,-8633.959116,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.78755583,-3.173034864,-5.852260958,-6.025724741,-6.256011396
395,2.30E-231,1.56E-113,9.46E-177,1.14E-114,28.16410356,0.2,9.68E-05,-8633.959116,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.78755583,-3.173037287,-5.852260958,-6.025724741,-6.256011396
396,8.48E-233,8.67E-114,9.46E-177,1.01E-114,28.16410356,0.2,9.26E-05,-8634.076643,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787555852,-3.173037287,-5.852260958,-6.025724741,-6.256011396
397,6.77E-233,8.67E-114,2.24E-177,4.34E-115,28.16410356,0.2,9.26E-05,-8634.076643,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787555852,-3.173037287,-5.852260958,-6.025724741,-6.256011396
398,1.10E-237,8.67E-114,2.24E-177,1.92E-115,28.16410355,0.2,9.26E-05,-8634.349437,0,4.44E-16,0,0.754478323,0.81959811,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787555892,-3.173037287,-5.852260958,-6.025724741,-6.256011396
399,1.04E-237,8.46E-114,2.24E-177,1.47E-115,28.16410355,0.2,9.26E-05,-8634.349437,0,4.44E-16,0,0.754478323,0.819598055,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787555892,-3.173037312,-5.852260958,-6.025724741,-6.256013542
400,2.97E-239,5.52E-114,2.24E-177,3.28E-117,28.16410355,0.2,9.26E-05,-8634.539255,0,4.44E-16,0,0.754478323,0.819598055,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787576077,-3.173041548,-5.852260958,-6.025724747,-6.256013542
401,2.91E-239,5.26E-114,2.24E-177,2.72E-117,28.16410355,0.2,9.26E-05,-8634.539255,0,4.44E-16,0,0.754478323,0.819598055,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787576077,-3.173042984,-5.852260958,-6.025724747,-6.256013542
402,2.58E-240,8.83E-115,2.24E-177,2.33E-117,28.16410355,0.2,9.26E-05,-8634.618079,0,4.44E-16,0,0.754478323,0.819598055,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787576077,-3.173042996,-5.852260958,-6.025724747,-6.256013602
403,2.58E-240,8.83E-115,2.24E-177,1.51E-117,28.16410355,0.2,9.26E-05,-8634.619965,0,4.44E-16,0,0.754478323,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787576109,-3.173043007,-5.852260958,-6.025724772,-6.256013602
404,1.15E-240,8.83E-115,2.24E-177,1.19E-117,28.16410355,0.2,9.19E-05,-8636.029344,0,4.44E-16,0,0.754478323,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787600786,-3.173043007,-5.852260958,-6.025724772,-6.256013609
405,1.09E-240,7.69E-115,2.24E-177,9.41E-118,28.16410355,0.2,9.19E-05,-8636.029344,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787600786,-3.173043127,-5.852262162,-6.025724772,-6.256013609
406,1.05E-240,3.59E-115,2.24E-177,9.07E-118,28.16410355,0.2,9.19E-05,-8636.029344,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787600786,-3.173043537,-5.852262164,-6.025724772,-6.256013609
407,1.05E-240,3.59E-115,2.24E-177,4.95E-118,28.16410355,0.2,8.99E-05,-8637.23698,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787600786,-3.173043537,-5.852262164,-6.025725447,-6.256013609
408,1.01E-240,1.74E-115,1.19E-178,3.10E-118,28.16410355,0.2,8.99E-05,-8637.237447,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787601028,-3.173043537,-5.852262206,-6.025725447,-6.256013609
409,3.65E-241,1.74E-115,9.32E-179,3.07E-118,28.16410355,0.2,8.99E-05,-8637.237447,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787601028,-3.173043537,-5.852262206,-6.025725448,-6.256013609
410,2.74E-241,3.56E-116,9.32E-179,2.16E-118,28.16410355,0.2,8.99E-05,-8637.237447,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128831,-3.787601028,-3.173043537,-5.852262206,-6.025725448,-6.256013609
411,7.35E-242,3.56E-116,9.32E-179,1.39E-118,28.16410355,0.2,8.99E-05,-8637.237447,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926355,0.398331947,13.30128612,-3.787601028,-3.173043537,-5.852262489,-6.025725448,-6.256014899
412,5.10E-242,2.00E-116,9.32E-179,9.41E-119,28.16410355,0.2,8.99E-05,-8637.237447,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926365,0.398331947,13.30128612,-3.787601028,-3.173043537,-5.852262489,-6.025725448,-6.256014899
413,3.51E-242,2.00E-116,6.61E-179,3.32E-119,28.16410355,0.2,8.99E-05,-8638.215741,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926365,0.398325181,13.30128612,-3.787607394,-3.173043939,-5.852262489,-6.025725448,-6.256014899
414,3.51E-242,1.31E-116,1.10E-179,2.08E-119,28.16410355,0.2,8.99E-05,-8638.329075,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926365,0.398325181,13.30128612,-3.787608136,-3.173043939,-5.852262516,-6.025725448,-6.256014899
415,1.70E-242,1.25E-116,9.59E-180,1.44E-119,28.16410355,0.2,8.99E-05,-8638.370949,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926365,0.398325075,13.30128612,-3.787608136,-3.173055607,-5.852262516,-6.025725448,-6.256014899
416,1.70E-242,1.25E-116,9.59E-180,8.38E-120,28.16410355,0.2,8.99E-05,-8639.852442,0,4.44E-16,0,0.754478161,0.81959805,11.37922603,0.000478321,-1.009926367,0.398325075,13.30128612,-3.787608136,-3.173055607,-5.852262516,-6.025725448,-6.256015103
417,1.22E-243,8.02E-117,9.59E-180,1.39E-120,28.16410355,0.2,8.99E-05,-8639.890003,0,4.44E-16,0,0.754478161,0.819598048,11.37922603,0.000478321,-1.009926369,0.398325075,13.30128612,-3.787608136,-3.173055607,-5.852262762,-6.025725448,-6.256015103
418,3.98E-246,5.18E-117,4.84E-181,1.22E-120,28.16410355,0.2,8.99E-05,-8639.890003,0,4.44E-16,0,0.754478161,0.819598048,11.37922603,0.000478321,-1.009926369,0.398325075,13.30128612,-3.787608136,-3.173055607,-5.852262762,-6.025725472,-6.256015103
419,3.90E-246,4.22E-117,4.84E-181,8.95E-121,28.16410355,0.2,8.99E-05,-8639.908797,0,4.44E-16,0,0.754478161,0.819598048,11.37922603,0.000478321,-1.009926369,0.398325075,13.30128612,-3.78760886,-3.173059672,-5.852264052,-6.025725472,-6.256015103
420,6.28E-247,4.22E-117,4.84E-181,8.77E-121,28.16410355,0.2,8.93E-05,-8639.908797,0,4.44E-16,0,0.754478161,0.819598048,11.37922603,0.000478321,-1.009926369,0.39832506,13.30128612,-3.78760886,-3.173059775,-5.852264223,-6.025725472,-6.256015103
421,2.86E-247,3.50E-117,4.84E-181,8.58E-121,28.16410355,0.2,8.93E-05,-8640.526421,0,4.44E-16,0,0.754477943,0.819598048,11.37922603,0.000478321,-1.009926369,0.39832506,13.30128612,-3.78760886,-3.173059775,-5.852264223,-6.025725721,-6.256015103
422,2.86E-247,3.50E-117,4.84E-181,3.26E-121,28.16410355,0.2,8.93E-05,-8640.526421,0,4.44E-16,0,0.754477943,0.819597958,11.37922603,0.000478321,-1.009926369,0.39832506,13.30128612,-3.78760886,-3.173059775,-5.852264223,-6.025725721,-6.256015103
423,3.54E-250,2.07E-117,4.84E-181,2.44E-121,28.16410355,0.2,8.93E-05,-8640.526421,0,4.44E-16,0,0.754477943,0.819597958,11.37922603,0.000478321,-1.009926371,0.39832506,13.30128612,-3.78760886,-3.173060704,-5.852264325,-6.025725721,-6.256015103
424,1.01E-250,2.06E-117,1.66E-182,1.39E-121,28.16410355,0.2,8.93E-05,-8640.715794,0,4.44E-16,0,0.754477943,0.819597958,11.37922603,0.000478321,-1.009926371,0.39832505,13.30128612,-3.78760886,-3.173060712,-5.852264325,-6.025725721,-6.256015103
